product,MR_id,field-1-label-src,field-1-value,field-2-label-src,field-2-value,field-3-label-src,field-3-value,field-4-label-src,field-4-value,field-5-label-src,field-5-value
"4 Vintage Knoll Mies Van Der Rohe MR10 Tubular Side Chairs PRICE REDUCED","MR10","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Knoll International","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Ludwig Mies van der RoheMies van der Rohe began his career in architecture in Berlin, working as an architect first in the studio of Bruno Paul and then, like Le Corbusier and Walter Gropius, Peter Behrens. In the mid-1920s, he began to design furniture, pieces that he conceived and created for particular interiors. In 1927, he met Lilly Reich, a Bauhaus alumnus who collaborated with Mies on his first versions of a cantilevered chair with a tubular steel frame. The cantilevered chair had a curved frame that exploited the aesthetic, as well as the structural possibilities of this material. Their experiments culminated in the virtuoso Brno chair designed between 1929 and 1930 with a chromed flat steel frame.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","4 Vintage Knoll Mies Van Der Rohe MR10 Tubular Side Chairs Throughout the 1920s the German architect Mies van der Rohe (1886-1969) collaborated with the interior designer Lilly Reich (1885-1947) on the development of furniture for his architectural projects. By the mid-1920s they, like other progressive designers, were fascinated by the possibilities of tubular metal. Mies and Reich were intrigued by the cantilever chair, which they saw as the acme of modernity offering the comfort of a conventional armchair without the bourgeois associations of upholstery. By 1927, they had developed the textile-seated MR10 and cane-seated MR20. Both chairs were exhibited at the 1927 Die Wohnung exhibition of modern living at the Weissenhof Settlement in Stuttgart. 

Tubular stainless steel
Original leather seat & back with black leather laces","http://www.metroretrofurniture.com/images/pictures/dims.jpg","27.25"" Depth x 19.25"" Width x 32"" Height, 18"" Seat Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage"
"72.5"" Vintage Mid Century Teak Credenza Refinished SOLD","MR12147","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Beautility Furniture Ltd., London","http://www.metroretrofurniture.com/images/pictures/descript.jpg","72.5"" Vintage Mid Century Beautility Teak Credenza Refinished

Mid Century English Teak Credenza Buffet 
Manufactured by Beautility 
(3) Drawers; first one partitioned 
Cabinet with pull down shelf 
Two door cabinet with shelf 
Tapered legs","http://www.metroretrofurniture.com/images/pictures/dims.jpg","72.5"" Width x 18"" Depth x 29.3"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent Refinished Condition.","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options
  
 
Preparation, Timing and Shipment
Please Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.
If Item needs restoration additional time will be required
(Determined by item or items being refinished or reupholstered)
 
International Shipping  
When requesting international shipping rates, please allow Us 3 to 5 Days to Quote
Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"Knoll Eero Saarinen Tulip Arm Chair ( aaw072 )","MR11398","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Knoll International","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Eero Saarinen 

Saarinen began his career as a student at Yale University and after travels and studies in Europe returned to the U.S. and taught for a brief period at Cranbrook. Cranbrook was founded by publisher George C. Booth and Eliel Saarinen in 1927 and Saarinen became Director in 1932. Two of its graduates were Charles Eames and Florence Schust Knoll. Saarinen and Eames collaborated on various projects, culminating in a range of furniture that won first prize at an exhibition held at the Museum of Modern Art in New York in 1940 entitled, ""Organic Design in Home Furnishings."" After 1946, however Eames went to work for Herman Miller; Saarinen became associated with Knoll Associates. A number of Saarinen`s chairs for Knoll were to become landmarks in the history of 20th century design.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(2) Knoll Eero Saarinen Tulip Arm Chair 

Designed by Eero Saarinen 
1957 
A classic upon its introduction 
Base is cast aluminum, lacquer paint finish. 
White finishes, with swivel action. 
Shell is molded fiberglass reinforced plastic bonded finish.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","26"" Width x 23.25"" Depth x 32"" Height 
Seat Height 18"" 
Arm Height 25.25""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good"
"(2) Vintage Mid Century Modern Marcel Breuer Style Bar Stools Made in Italy","MR11666","","","","","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(2) Vintage Mid Century Modern Italian Bar Stools in the Style of Marcel BreuerChrome tubular frame 
Square rattan seats","http://www.metroretrofurniture.com/images/pictures/dims.jpg","18"" Width x 18"" Depth x 28"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage 
Age Appropriate Wear"
"Vintage Mid Century Modern Coffee Table","MR12010","","","","","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Mid Century Modern Coffee Table 
Wood coffee table with raised lips","http://www.metroretrofurniture.com/images/pictures/dims.jpg","34"" Length x 33"" Depth x 15"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage 
Age Appropriate Wear"
"5.6 ft Vintage Moroccan Door","MR12171","","","","","http://www.metroretrofurniture.com/images/pictures/descript.jpg","5.6` Vintage Moroccan Door 

Moorish markings 

Great for use as wall art, garden elements","http://www.metroretrofurniture.com/images/pictures/dims.jpg","48"" W x 4"" D x 68"" H","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Good Vintage 

Age Appropriate Wear"
"Chrome Art Deco Bar Cart by Treitel-Gratz  SOLD","MR12189","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","","","","http://www.metroretrofurniture.com/images/pictures/descript.jpg","","http://www.metroretrofurniture.com/images/pictures/dims.jpg","","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Good Vintage"
"55"" Roche Bobois Travertine Dining Table","MR11616","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Roche Bobois","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Roche Bobois Travertine Dining Table 
Conical base with polished travertine top with bullnose edge","http://www.metroretrofurniture.com/images/pictures/dims.jpg","55.25"" Diameter x 29"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage 
Age Appropriate Wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options
  
 
Preparation, Timing and Shipment
Please Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.
If Item needs restoration additional time will be required
(Determined by item or items being refinished or reupholstered)
 
International Shipping  
When requesting international shipping rates, please allow Us 3 to 5 Days to Quote
Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"Mid Century Vintage Scandinavian Arm Chair","MR11756","","null","","null","http://www.metroretrofurniture.com/images/pictures/descript.jpg","","http://www.metroretrofurniture.com/images/pictures/dims.jpg","25"" W x 20"" D x 32"" H","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Good vintage 
Cut in vinyl"
"Vintage Jens Risom Double Pedestal Walnut Desk PRICE REDUCED SOLD","MR12142","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Jens Risom Inc","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Jens Risom

Jens Risom emigrated from Europe to the U.S. when he was just 23 years of age. Like other Scandinavian designers such as Josef Frank and Kaare Klint, Risom continued to honor tradition in modern design, combining old and new in highly original ways. 

Jens Risom`s career has spanned nearly sixty years. He began his study of design in the Copehagen workshop of Kaare Klint in 1935 and joined Ernst Kuhn`s architectural office in 1938, where he designed furniture and interiors. In 1939, Risom emigrated to the U.S. and in 1941 designed the first chair manufactured by Knoll. Risom described the chair as ""very basic, very simple, inexpensive, easy to make."" The chair was constructed with a birch wood frame and, because of wartime materials constraints, cheap but strong army surplus webbing and has inspired countless imitations. 

Risom continued to create simple, well-crafted modern furniture with Knoll and George Jensen, but established his own design studio, Jens Risom Design, in 1946. The studio was acquired by Dictaphone in 1970 and in 1973, Risom became chief executive of Design Control, a Connecticut based design consultancy. 

In the 1970`s, he acted as a trustee of the Rhode Island School of design. Now in his eighties, Jens Risom continues to be active and his work continues to reflect the Danish approach to modernism, with its emphasis on traditional values and the human need for warmth, beauty and simplicity. Modern American design owes much to his unfailing sense of proportion, commitment to practicality and insight into the forms of modern living.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Jens Risom Double Pedestal Walnut Desk 


Walnut construction 
.4. Regular drawers one is partitioned for pencils 
File drawer 
Wood legs 
Featuring floating top design 
Distinctively Jens Risom pull handles","http://www.metroretrofurniture.com/images/pictures/dims.jpg","66"" length x 30"" depth x 30"" height 
Very good vintage","http://www.metroretrofurniture.com/images/pictures/condit.jpg",""
