product,MR_id,field-1-label-src,field-1-value,field-2-label-src,field-2-value,field-3-label-src,field-3-value,field-4-label-src,field-4-value,field-5-label-src,field-5-value
"","MR4254","","null","","null","","null","","null","","null"
"soldKittinger Mueller Barringer Gold Leaf  Table","MR4316","http://www.metroretrofurniture.com/cgi-bin/%60http://www.metroretrofurniture.com/images/manu.gif%60","null","http://www.metroretrofurniture.com/cgi-bin/%60http://www.metroretrofurniture.com/images/desc.gif%60","null","http://www.metroretrofurniture.com/cgi-bin/%60http://www.metroretrofurniture.com/images/dimen.gif%60","null","http://www.metroretrofurniture.com/cgi-bin/%60http://www.metroretrofurniture.com/images/ship.gif%60","null","http://www.metroretrofurniture.com/cgi-bin/%60http://www.metroretrofurniture.com/images/cond.gif%60","null"
"George III Square Mahogany Burl Dining Table SOLD","MR4518","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Mahogany Burl Dining Table 
George III Style 

Mahogany; star burst burl pattern top 
Carved three-star pedestal base 
Features casters with bronze feet 

We have four of these tables available; Price Per Table","http://www.metroretrofurniture.com/images/pictures/dims.jpg","42"" Wide x 42"" Deep x 30"" High","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Condition-Refinished","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend crate shipping via ForwardAir to the terminal nearest you for $150
QUOTED FOR U.S. ONLY","","null"
"Signed Metal & Wood Carved Figurative Wall Sculpture","MR4903","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Grid Wall Sculpture 

Shadow box figures 

Frame onstructed of wood 
Features six boxes with carved wood figures 
Figures have outstretched metal arms 

Signed Jose Alves de Olinda","http://www.metroretrofurniture.com/images/pictures/dims.jpg","10"" x 5.5"" x .75"" d","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Condition","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend shipping via DHL","","null"
"Recovered Florence Knoll Club Chair Tubular Steel Base","MR4605","http://www.metroretrofurniture.com/images/desc.gif","null","","null","","null","","null","","null"
"(1) Original Knoll Bertoia Cushion Full Cover Red","MR4267","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Knoll International","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Harry Bertoia
Italian artist and furniture designer, Harry Bertoia`s career began in the 1930s as a student at the Cranbrook Academy of Art where he re-established the metal-working studio and, taught as head of the department, from 1939 until 1943 until it was closed due to wartime restrictions on materials. During the war, Bertoia worked with Charles and Ray Eames at the Evans Products Company in California, developing new techniques for molding plywood. 
Bertoia designed the patented Diamond chair for Knoll in 1952. As a furniture designer, Bertoia is best known for the Diamond chair and the Bird chair, a high-backed model developed from the Diamond chair that looks like a bird with spread wings. Its organic, human-friendly form helped to create a new look for modernism. All of his work bears the hallmarks of a highly skilled and imaginative sculptor, as well as an inventive designer, deeply engaged with the relationship between form and space. 
Harry Bertoia received awards from the American Institute of Architects in 1973 and the American Academy of Letters in 1975.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(1) Vintage Knoll Bertoia Full Cover for Side Chair Red vinyl original full cover stretches over the wire seat basket, tightly with draw-string and secured with hooks. 

Price per (1) cover; multiple availableCHAIR SOLD SEPARATELYClick Here For Original Knoll Harry Bertoia Side Chair Black","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Fits a regular side chair 21.75"" Width x 19.75"" Depth","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage Minor ware in the upholstery along edges"
"","MR4859","","null","","null","","null","","null","","null"
"Vintage 21"" Round Glass Coffee Table Bronze Base","MR4131","","null","","null","","null","","null","","null"
"Pair of Vintage Futorian Stratford Walnut Lounge Chair","MR4354","http://www.metroretrofurniture.com/images/manu.gif","null","http://www.metroretrofurniture.com/images/desc.gif","null","http://www.metroretrofurniture.com/images/dimen.gif","null","http://www.metroretrofurniture.com/images/ship.gif","null","http://www.metroretrofurniture.com/images/cond.gif","null"
"Herman Miller Eames Rosewood Lounge & Ottoman","MR4106","","null","","null","","null","","null","","null"
"Milo Baughman for Directional - Recovered","MR4438","http://www.metroretrofurniture.com/images/manu.gif","null","http://www.metroretrofurniture.com/images/desi.gif","null","http://www.metroretrofurniture.com/images/desc.gif","null","http://www.metroretrofurniture.com/images/dimen.gif","null","http://www.metroretrofurniture.com/images/ship.gif","null"
"George Nelson Mid Century Mahogany Low Tables","MR4971","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Herman Miller","http://www.metroretrofurniture.com/images/pictures/designer.jpg","George Nelson (1908-1986) was an important modernist whose work cut across the fields of interior, industrial and exhibition design. Nelson studied architecture at Yale University in the 1920s, and in the next two decades earned a strong reputation as a writer on design for Architectural Forum, Interiors and Fortune. In 1945 Nelson began a long association with the Herman Miller Furniture Company of Zeeland, Michigan, where as head designer he developed an innovative line of furniture and commissioned new designs from others. His first commission was Isamu Noguchi`s biomorphic glass-topped coffee table, which began production in 1947, the first of many designs that the sculptor would create for Herman Miller in the late Forties. Nelson also was responsible for bringing the designs of Charles Eames to Herman Miller. projects. Among Nelson`s own creations are classic works of Fifties design, including the bubble lamp, ball clock, marshmallow sofa and the pole-supported wall-storage system.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","","http://www.metroretrofurniture.com/images/pictures/dims.jpg","1st End Table: L28x D16x H24.25","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent"
