product,MR_id,field-1-label-src,field-1-value,field-2-label-src,field-2-value,field-3-label-src,field-3-value,field-4-label-src,field-4-value,field-5-label-src,field-5-value
"Set (2) Signed A. Robinson Artwork Print","MR6862","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Set of (2) Original Signed A. Robinson Art Work Print","http://www.metroretrofurniture.com/images/pictures/dims.jpg","17.25"" Width x 42.5"" Height x 1.25"" Depth","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good 
The glass is cracked on both of pieces","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Shipping Terms Recommended shipping via BAX Global to your door for $60Destination, Quantity, Dimensions, Fuel Cost and Weight of your Purchase Determine Shipping Quote  Preparation, Timing and Shipment Please Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered)  QUOTED FOR U.S. ONLYInternational Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to Quote Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"20"" Cube All Wood Cherry Block Table","MR6209","","null","","null","http://www.metroretrofurniture.com/images/pictures/descript.jpg","20"" Cube All Wood Cherry Block Table","http://www.metroretrofurniture.com/images/pictures/dims.jpg","20"" Length X 20"" Width X 20"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good"
"Steelcase Square Side Table","MR6429","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Steelcase","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Steelcase Square Side Table","http://www.metroretrofurniture.com/images/pictures/dims.jpg","30"" Square x 22"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend shipping via DHL
QUOTED FOR U.S. ONLY"
"8 Ft Vintage Wood Credenza Breakfront Sideboard Buffet","MR6130","http://www.metroretrofurniture.com/images/pictures/descript.jpg","","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Length 97.25"" x Width 20.25"" x Height 34.75""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Vintage Very Good","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend shipping via ForwardAir to the terminal nearest you for $200","","null"
"Leeds & Northrup Type K Potentiometer","MR6649","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Leeds & Northrup Co. Type K Potentiometer","http://www.metroretrofurniture.com/images/pictures/dims.jpg","9.75"" Width x 16.75"" Depth x 9.25"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend shipping via DHL
QUOTED FOR U.S. ONLY","","null"
"2.5 Ft Vecta Modern Disc Design Side Coffee Table","MR6951","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","VECTA","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vecta Modern Side Coffee Table 

~Features~","http://www.metroretrofurniture.com/images/pictures/dims.jpg","30"" Diameter 15.5"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Shipping Terms Recommended shipping via BAX Global to your door for $90Destination, Quantity, Dimensions, Fuel Cost and Weight of your Purchase Determine Shipping QuoteWhen buying from ebay please do not use automatic calculated shipping  Preparation, Timing and Shipment Please Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered)  QUOTED FOR U.S. ONLYInternational Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to Quote Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"Traditional Hi-back Arm Chair","MR6366","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Traditional Lounge Chair","http://www.metroretrofurniture.com/images/pictures/dims.jpg","27"" Width x 28"" Depth x 36"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend shipping via DHL
QUOTED FOR U.S. ONLY","","null"
"Sold Diameter Vintage Burl Pedestal Table Refinished","MR6444","http://www.metroretrofurniture.com/images/pictures/descript.jpg","27.5"" Diameter Vintage Burl Pedastal","http://www.metroretrofurniture.com/images/pictures/dims.jpg","27.5"" Diameter x 22"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent> Refinished","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend shipping via DHL
QUOTED FOR U.S. ONLY","","null"
"Vintage Lehigh Leopold Kneehole Credenza Mahogany","MR6502","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Lehigh Leopold Credenza","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Expertly crafted vintage kneehole credenza. Great composition of mahogany solid wood and accented solid brass pulls and leg caps","http://www.metroretrofurniture.com/images/pictures/dims.jpg","60.25"" Width x 17.75"" Depth x 29"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent Vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend crate shipping via ForwardAir to the terminal nearest you for $175 or Blancket Wrap.
QUOTED FOR U.S. ONLY"
"Knoll Bill Stephens Prototype Executive Lounge Chair","MR6577","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Knoll International","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Bill Stephens1932-2007","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Knoll Bill Stephens Prototype Executive Lounge Chair Features:5-Star Base on GlidesSoft Brown LeatherButton Tufted Cushion With OverStuffed Head Rest ___________________________________________________________________Bill Stephens Estate . This Item Along With Other Bill Stephens Items Were Recently Acquired From Bill Stephens` Estate Located in Souderton PennsylvaniaBill Stephens A Former Designer For Knoll International and Domore Started As A Prototype Builder For Knoll and Later Became a DesignerStephens Graduated From The Philadelphia Museum School of Art Bill Stephens AccomplishmentsIndustrial Design, Philadelphia College of Art, Pennsylvania, 1955Knoll International, Design Development Group.Research and tooling of the Pettit laminated wood chair followed by design and development of the Stephens chairs, also wood.1967 headed four-man team with Don Albinson and Andreas Christen to research and develop Knoll`s office landscape systems.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","31.75"" Width x 28.5"" Depth x 33.5"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good Condition"
"4 Ft Vintage Brunswick Institutional Work Dining Table","MR6537","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","BRUNSWICK INSTITUTIONAL","http://www.metroretrofurniture.com/images/pictures/descript.jpg","4 Ft Vintage Brunswick Institutional Conference Dining Table 

Laminate top 

Featuring modern hairpin legs 

This will make a great conference or dining table","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Width 48"" x Depth 30"" x Height 29""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend crate shipping via ForwardAir to the terminal nearest you.
QUOTED FOR U.S. ONLY"
"sold Vintage Danish Sofa Couch Bed Extendable Three Seater","MR6955","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Danish Sofa Couch Bed","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Width: 86"" x Depth: 30"" extends to 53"" x Height: 30"" 
Seat Height:17""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend crate shipping via ForwardAir to the terminal nearest you for $200.
QUOTED FOR U.S. ONLY","","null"
"(2) Italian Ribbon Chairs Manner Cesare Leona Acrylic SOLD","MR6084","http://www.metroretrofurniture.com/images/pictures/descript.jpg","","http://www.metroretrofurniture.com/images/pictures/dims.jpg","26"" Length x 19""Width x 26"" HeightSeat Height 13.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend shipping via DHL
QUOTED FOR U.S. ONLY","","null"
