product,MR_id,field-1-label-src,field-1-value,field-2-label-src,field-2-value,field-3-label-src,field-3-value,field-4-label-src,field-4-value,field-5-label-src,field-5-value
"Herman Miller Eames Dining Table Eiffel Tower Chairs","MR8436","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Herman Miller","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Charles and Ray Eames

Charles and Ray married in 1941 and moved to California where they continued their furniture design work with molding plywood. During the war they were commissioned by the Navy to produce molded plywood splints, stretchers and experimental glider shells. In 1946, Evans Products began producing the Eameses` molded plywood furniture. Their molded plywood chair was called ""the chair of the century"" by the influential architectural critic Esther McCoy. Soon production was taken over by Herman Miller, Inc ., who continues to produce the furniture in the United States to this day. Another company, Vitra International , manufactures the furniture in Europe. The Eameses continued to create new furniture designs into the 1970s.

Examples include the molded plastic or fiberglass chairs from the early 1950s and the famous Lounge Chair and Ottoman from 1956. Sturdy, comfortable and elegant office furniture was created in the 1960s, as well as seating designed for Dulles and O`Hare Airports. This Tandem Sling Seating is still in use in airports around the world today.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Herman Miller Eames Dining Set","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Chairs: 18.75"" Width x 22"" Depth x 30.5"" Height. Seat Height 17.5"" 
Table: 42"" Diameter x 29"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage"
"Heywood Wakefield Stacking Nesting Side End Tables M312 Mint Original Condition","MR8783","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Heywood Wakefield","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(3) Heywood Wakefield Stacking Side End","http://www.metroretrofurniture.com/images/pictures/dims.jpg","large 21"" length x 15"" width x 24"" height 
medium 19"" length x 13.5"" width x 23"" height 
small 17"" length x 12"" width x 22"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Mint Original Condition","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","FORWARD AIR to the terminal nearest you $100(Crated, shipped and insured) Customer is responsible for pick up from terminalFORWARD AIR COMPLETE delivered to your door $150(additional costs may occur for out of delivery area, and/or Additional charges may occur such as Stairs or Elevators).FORWARD AIR PAYMENTS GO DIRECTLY TO METRO RETROQUOTED FOR 48 U.S. STATES ONLY  Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"4ft Vintage Hooker Wood Desk Single Pedestal","MR8330","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Made by Hooker","http://www.metroretrofurniture.com/images/pictures/descript.jpg","4ft Vintage Hooker Wood Desk 

Wood construction 
Tapered legs with brass caps 
Large pencil drawer 
(1) regular size drawer and a cabinet drawer on the left side of the pedestal; and on the right side a sliding doors reveals a drawer and a compartment for your necessities. 
Featuring a section on the back of the desk for your favorite books.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","54"" width/ length x 22.25"" depth x 29.75"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent >Refinished","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Shipping Options Large Items (or multiples) BLANKET WRAP DELIVERY SERVICEPlease contact us for a licensed Blanket Wrap Shipping delivery service with in house deliveries. States that are serviced are, New York, New Jersey, Connecticut, Massachusetts, Pennsylvania, Maryland, Washington DC, Virginia, Tennessee, Arkansas, Texas, and Louisiana.Prices are listed per Item determined by weight and dimensions prices subject to change.Bookcases $325-$475Club/Lounge Chairs $125-$175Coffee Tables $125-$175Desks/Credenzas $325-$475Dining Size Chairs $65Dining Tables $375-$475Loveseats/Settees $225-$275Sofas $235-$425Multiple Items are discounted to same locationAdditional charges may occur such as Stairs, Glass or Marble items etc.The buyer is responsible for making arrangements directly with the carrier. The carrier determines shipping cost and delivery time.BLANKET WRAP PAYMENTS GO DIRECTLY TO SHIPPING COMPANYOrFORWARD AIR to the terminal nearest you $175(Crated, shipped and insured) Customer is responsible for pick up from terminalFORWARD AIR PAYMENTS GO DIRECTLY TO METRO RETRO ALTERNATE SHIPPING OPTIONS Please call or email for shipping quote Fed Ex, US Mail, Freightquote.com $250 (for best shipping price) Determined by Destination, Quantity, Dimensions, Fuel Cost and Weight of your Purchase Determines Shipping QuotePreparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) QUOTED FOR U.S. ONLYInternational Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"Metro Steelcase Maple Bar Counter Stool Brian Kane","MR8859","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","METRO 
Steelcase Company","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Brian Kane 
Kane joined the design staff at Metropolitan Furniture Corporation (Metro) design in January, 1977. Less than three years later, he became one of four partners assuming ownership of the firm, and took on the responsibilities of Vice President of Design and Product Development. In 1987, Metropolitan was acquired by Steelcase. For the next two years, Kane maintained his position as Vice President and was responsible for all aspects of Metro`s design, including products, showrooms and graphics.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Rubber and Maple Counter Bar Stool 

1983 
Frame: Black steel encased in EPDM rubber tubing; 
polypropylene back straps 
Metal tubular frame and legs with rubber 
Seat: maple 

Matching bar stool available","http://www.metroretrofurniture.com/images/pictures/dims.jpg","18.5"" Width x 19.5"" Depth x 31"" Height 
Seat Height 25""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good"
"79 Teak Aluminum Stacking Outdoor Side Arm Chairs","MR8624","http://www.metroretrofurniture.com/images/pictures/descript.jpg","79 Teak Aluminum Stacking Outdoor Chairs Set Stacking wood armchair 
Tubular aluminum legs 

this ad is for (79) chairsNote: This set comes with 79 chairs in two different wood tones (see pictures)53 dark tone26 light tone","http://www.metroretrofurniture.com/images/pictures/dims.jpg","21.75"" width x 22"" depth x 32"" height 
seat height 18"" 
arm height 24.25","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good
age appropriate wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","LOCAL PICK UP ONLYClick here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"3ft Diameter Knoll Style Knife Edge Coffee Table","MR8006","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Architectural Supplements 
New York 10021","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Knoll Style Architectural Supplements Coffee Table 

~Features~ 
Knife edge walnut top
Chrome pedestal base","http://www.metroretrofurniture.com/images/pictures/dims.jpg","36"" Diameter x 15.75"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage 
Gravel texture on chrome due to reflection from the ground. No damage to base","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","null"
"(2) Vintage Mid Century Modern Wood Arm Chairs","MR8111","http://www.metroretrofurniture.com/images/pictures/descript.jpg","(2) Mid Century Modern Wood Arm Chairs

~Features~
Ebonized Wood Frame Construction
Original Blue Orange Checkered Pattern Fabric Upholstery

PRICE IS FOR (2) CHAIRS","http://www.metroretrofurniture.com/images/pictures/dims.jpg","22"" Width x 25"" Depth x 33"" Height
Seat height 17.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Upholstery. Very good vintage. Age appropriate wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","$250 shipping via Forward Air to the terminal nearest youCustomer is responsible for pick up from terminal  QUOTED FOR U.S. ONLY International ShippingWhen requesting international shipping rates, please allow Us 3 to 5 Days to Quote Preparation, Timing and Shipment Please Allow 7 to 10 Business Days Plus Shipping Time.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered)  Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"Krug Can Can Dining Table Stackable Side Chairs Set","MR8513","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","KRUG","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Krug Can Can Dining Set","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Chairs","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good 
Age appropriate wear 
Visible stains on fabric 
Chrome and wood don`t show any distracting marks","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Shipping Options Large Items (or multiples) BLANKET WRAP DELIVERY SERVICEPlease contact us for a licensed Blanket Wrap Shipping delivery service with in house deliveries. States that are serviced are, New York, New Jersey, Connecticut, Massachusetts, Pennsylvania, Maryland, Washington DC, Virginia, Tennessee, Arkansas, Texas, and Louisiana.Prices are listed per Item determined by weight and dimensions prices subject to change.Bookcases $325-$475Club/Lounge Chairs $125-$175Coffee Tables $125-$175Desks/Credenzas $325-$475Dining Size Chairs $65Dining Tables $375-$475Loveseats/Settees $225-$275Sofas $235-$425Multiple Items are discounted to same locationAdditional charges may occur such as Stairs, Glass or Marble items etc.The buyer is responsible for making arrangements directly with the carrier. The carrier determines shipping cost and delivery time.BLANKET WRAP PAYMENTS GO DIRECTLY TO SHIPPING COMPANYOrFORWARD AIR to the terminal nearest you $225(Crated, shipped and insured) Customer is responsible for pick up from terminalFORWARD AIR PAYMENTS GO DIRECTLY TO METRO RETRO ALTERNATE SHIPPING OPTIONS Please call or email for shipping quote Fed Ex, US Mail, Freightquote.com (for best shipping price) Determined by Destination, Quantity, Dimensions, Fuel Cost and Weight of your Purchase Determines Shipping QuotePreparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) QUOTED FOR U.S. ONLYInternational Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"Vintage Howard Miller George Nelson Saucer Bubble Lamp","MR8203","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Howard Miller","http://www.metroretrofurniture.com/images/pictures/designer.jpg","George Nelson

George Nelson (1908-1986) was an important modernist whose work cut across the fields of interior, industrial and exhibition design. Nelson studied architecture at Yale University in the 1920s, and in the next two decades earned a strong reputation as a writer on design for Architectural Forum, Interiors and Fortune.

In 1945 Nelson began a long association with the Herman Miller Furniture Company of Zeeland, Michigan, where as head designer he developed an innovative line of furniture and commissioned new designs from others. His first commission was Isamu Noguchi`s biomorphic glass-topped coffee table, which began production in 1947, the first of many designs that the sculptor would create for Herman Miller in the late Forties. Nelson also was responsible for bringing the designs of Charles Eames to Herman Miller, and he collaborated with R. Buckminster Fuller on a number of projects. 

Among Nelson`s own creations are classic works of Fifties design, including the bubble lamp, ball clock, marshmallow sofa and the pole-supported wall-storage system. Nelson also designed numerous exhibitions, including the 1959 American National Exhibition in Moscow, and the Chrysler Corporation display at the 1964 New York World`s Fair.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","George Nelson Saucer Bubble Lamp 
George Nelson created the ""Bubble Lamp"" line for Howard Miller in 1947 


George Nelson created the ""Bubble Lamp"" line for Howard Miller in 1947. Howard Miller continued to sell the line throughout the late 1970`s after which they were discontinued. George Nelson never named the different lamp designs and they were simply given numbers by Howard Miller. A large Saucer lamp was simply sold under ""Bubble Lamp H-727"", a large Ball lamp was sold under ""Bubble Lamp H-725"". Howard Miller sold a variety of handy accessories for the lamps including a tripod base of satin chrome or brass-finished steel, swing arms, adjustable pulley fixture, etc. Also interesting to note is that all Bubble Lamps were available with criss-cross wire pattern except models H-725, H-726, H-727 and H-728. In order to get a criss-cross wire pattern from your dealer, you simply specified the order with ""CC"" after the lamp number. 

Howard Miller did not sell the lamps directly, rather outsourced the sales to ""Richards Morgenthau, Inc"" who handled their national sales. In the 1990`s Modernica reissued the ""Bubble Lamp"" line and ""named"" each individual Bubble Lamp design, for example Saucer, Ball, Criss-Cross, etc. The image on the top right was created by George Nelson Associates and was printed on most sales brochures of the Bubble lamps. 

~Features~ 
Sockets with pull chains covered in cloth","http://www.metroretrofurniture.com/images/pictures/dims.jpg","7.5"" high, 18"" diameter, maximum drop 20""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good condition with no tears or stains 
Yellowing to the electrical cord 
Age appropriate wear"
"Teddy Bear Fur Brown Suzanne Style Modular Lounge Set","MR8258","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Teddy Bear Fur Brown Suzanne Style Modular Lounge Set

~Features~ 
Brown teddy bear fur upholstery 
Metal flat rail base shown in image 13th","http://www.metroretrofurniture.com/images/pictures/dims.jpg","Corner lounge: 30"" Back length- 18"" Front length x 35"" Depth x 26"" Height. Seat height 15.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent reupholstered","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Large Items (or multiples) BLANKET WRAP DELIVERY SERVICEPlease contact us for a licensed Blanket Wrap Shipping delivery service with in house deliveries. States that are serviced are, New York, New Jersey, Connecticut, Massachusetts, Pennsylvania, Maryland, Washington DC, Virginia, Tennessee, Arkansas, Texas, and Louisiana.Prices are listed per Item determined by weight and dimensions prices subject to change.Bookcases $325-$475Club/Lounge Chairs $125-$175Coffee Tables $125-$175Desks/Credenzas $325-$475Dining Size Chairs $65Dining Tables $375-$475Loveseats/Settees $225-$275Sofas $235-$425Multiple Items are discounted to same locationAdditional charges may occur such as Stairs, Glass or Marble items etc. The buyer is responsible for making arrangements directly with the carrier. The carrier determines shipping cost and delivery time.BLANKET WRAP PAYMENTS GO DIRECTLY TO SHIPPING COMPANYOr$225 FORWARD AIR to the terminal nearest you(Crated, shipped and insured) Customer is responsible for pick up from terminalDestination, Quantity, Dimensions, Fuel Cost and Weight of your Purchase Determine Shipping QuoteFORWARD AIR PAYMENTS GO DIRECTLY TO METRO RETRO Or$300 Shipping via DB Schenker to your door Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) QUOTED FOR U.S. ONLYInternational Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to Quote Thank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
